iter	RMSE
472	894.7486365
473	894.5570117
474	894.5043844
475	894.2490457
476	893.8970109
477	893.5338722
478	893.4495752
479	893.118542
480	893.0301195
481	892.5490716
482	892.1008047
483	891.939619
484	891.8903939
485	891.5727368
486	891.4285747
487	890.5852381
488	890.4090231
489	889.5480067
490	889.3638669
491	889.2860603
492	889.0563569
493	888.835047
494	888.7131805
495	888.3507706
496	888.210781
497	888.028516
498	887.8510178
499	887.7058274
500	887.5723656
501	887.5000072
502	886.5488442
503	886.4124599
504	886.3253534
505	886.1042479
506	885.9361146
507	885.81928
508	885.4726309
509	885.3475967
510	884.894718
511	884.823284
512	884.441068
513	884.3874298
514	884.107121
515	883.9423933
516	883.5940823
517	883.2315986
518	883.1677091
519	882.9336617
520	882.8029028
521	882.725889
522	882.4116692
523	882.3286294
524	882.0310839
525	881.2792192
526	881.2363738
527	881.1008774
528	880.9001875
529	880.7843963
530	880.6573179
531	879.9216868
532	879.773116
533	878.9899979
534	878.8073284
535	878.6207248
536	878.4293227
537	877.8445534
538	877.6582076
539	877.6034594
540	877.3774298
541	877.1716499
542	877.0521324
543	876.7881745
544	876.5191177
545	876.4070278
546	876.2827145
547	875.5732412
548	875.3682032
549	874.6389425
550	874.2050848
551	874.1408889
552	873.8506604
553	873.5414355
554	873.3711287
555	872.705344
556	872.6137736
557	872.4953867
558	872.3845875
559	872.0990489
560	871.475905
561	871.3502348
562	871.1899225
563	870.9122215
564	870.6433977
565	870.2741555
566	870.2364882
567	869.9214572
568	869.8010614
569	869.6905644
570	869.5848661
571	869.0002159
572	868.8441962
573	868.4371419
574	868.1214758
575	867.3003213
576	867.1986028
577	866.5464106
578	866.4692754
579	866.3810198
580	866.1576173
581	865.9555572
582	865.8482834
583	865.6130189
584	865.5083358
585	865.2103795
586	865.1640726
587	865.0089044
588	864.630003
589	864.513675
590	864.3154729
591	864.0242983
592	863.8255649
593	863.697412
594	863.6701493
595	863.4512752
596	863.0249823
597	862.9014374
598	862.7997114
599	862.5116884
600	862.4856746
601	862.3542267
602	862.2105147
603	861.6869438
604	861.424851
605	861.3991955
606	861.311848
607	861.2147572
608	861.1901298
609	860.6595776
610	860.6352196
611	860.5528291
612	860.3200909
613	859.7030911
614	859.0875408
615	858.9158507
616	858.7241261
617	858.5550211
618	858.2003022
619	858.087374
620	857.7573009
621	857.6459076
622	857.5535834
623	857.4612059
624	857.1490345
625	857.1252579
626	856.7522905
627	856.4664966
628	856.393424
629	856.1155843
630	855.5247631
631	855.446462
632	855.2956718
633	855.0552087
634	854.8803573
635	854.7740636
636	854.6939155
637	854.0954599
638	854.0307486
639	853.8415681
640	853.4975767
641	853.3548497
642	853.0389542
643	852.7986205
644	852.3845089
645	851.9251344
646	851.6449408
647	851.3619396
648	851.0654395
649	851.0135312
650	850.8678108
651	850.6447157
652	850.0743046
653	849.9704402
654	849.9474444
655	849.9231249
656	849.8804149
657	849.8382075
658	849.3672595
659	848.7491681
660	848.5837928
661	848.5617006
662	848.4202866
663	847.8904266
664	847.666519
665	847.5626006
666	847.5407939
667	847.4623004
668	846.9233062
669	846.6079008
670	846.1046175
671	846.0199916
672	845.8375069
673	845.7555906
674	845.3261699
675	845.1279079
676	845.0030892
677	844.9057011
678	844.5475575
679	844.457527
680	844.3806516
681	844.1579082
682	843.9912671
683	843.8503908
684	843.8078292
685	843.6653495
686	843.4340815
687	843.2687283
688	843.1568219
689	842.9536495
690	842.6607709
691	842.3299019
692	842.3086955
693	841.8275856
694	841.6603558
695	841.4251206
696	840.8999319
697	840.7277566
698	840.4762017
699	840.3228072
700	840.0736631
701	839.6516869
702	839.1928413
703	839.1216922
704	839.0118336
705	838.8900294
706	838.3650525
707	837.9090988
708	837.6551029
709	837.5130214
710	837.4918481
711	837.2635035
712	837.1775646
713	836.8916187
714	836.4506234
715	836.2437059
716	836.2304201
717	836.0269133
718	835.9354679
719	835.8310619
720	835.5316676
721	835.2880161
722	835.1547843
723	834.9672223
724	834.4083054
725	834.2847815
726	834.2062365
727	834.1628397
728	833.9687168
729	833.7999824
730	833.5741761
731	833.1848024
732	833.0389226
733	832.9552317
734	832.739181
735	832.2805805
736	832.2331081
737	831.9763143
738	831.8196075
739	831.6373934
740	831.1248293
741	831.0572758
742	830.9404512
743	830.6590269
744	830.4610742
745	830.2656685
746	830.1139145
747	829.6802096
748	829.5032087
749	829.3733735
750	829.2617308
751	829.1095868
752	828.9187169
753	828.7775729
754	828.6692423
755	828.2018261
756	828.1538255
757	827.8036326
758	827.3627572
759	827.2793427
760	827.2072845
761	826.9331506
762	826.4363415
763	826.2071444
764	826.0019266
765	825.8663341
766	825.7495658
767	825.4365608
768	825.0669895
769	825.0126932
770	824.8819731
771	824.7192766
772	824.4942275
773	824.2918292
774	824.1116792
775	824.0512587
776	823.9235069
777	823.7705636
778	823.5125087
779	823.396816
780	823.3016315
781	822.8747687
782	822.7350426
783	822.5551148
784	822.2028531
785	822.1679356
786	822.1248896
787	821.840592
788	821.7563268
789	821.7335929
790	821.7176892
791	821.4781437
792	821.3896347
793	821.0436237
794	820.935077
795	820.7179948
796	820.1766694
797	820.0272508
798	819.9502847
799	819.7872013
800	819.6840792
801	819.6013998
802	819.4078716
803	819.1540967
804	818.864484
805	818.8204693
806	818.7371323
807	818.5253347
808	818.2918672
809	818.1474432
810	818.0105152
811	817.8510468
812	817.7535746
813	817.6688902
814	817.6365604
815	817.5652308
816	817.4633318
817	817.378617
818	817.2955521
819	817.2607249
820	817.1677956
821	817.108161
822	817.0686585
823	816.8596963
824	816.5612064
825	816.291897
826	816.2033284
827	816.0652531
828	816.0371773
829	815.7809452
830	815.2905666
831	815.0479048
832	814.8488964
833	814.6650501
834	814.5882238
835	814.2723349
836	814.2399601
837	814.148905
838	814.0010084
839	813.6038069
840	813.2181292
841	812.8435102
842	812.6274731
843	812.5701501
844	812.4464138
845	812.3120133
846	812.0912865
847	812.050387
848	811.9911088
849	811.8735171
850	811.8526917
851	811.7478853
852	811.6581426
853	811.452339
854	811.3378709
855	811.1771498
856	811.0896194
857	811.0354469
858	810.8800452
859	810.6930327
860	810.507163
861	810.3606364
862	810.3014288
863	810.1558204
864	810.124884
865	809.9233061
866	809.8178448
867	809.6693546
868	809.5184105
869	809.1806734
870	809.0524987
871	808.9504947
872	808.8441196
873	808.6471429
874	808.5012766
875	808.1735105
876	807.8104712
877	807.6328646
878	807.4773082
879	807.243485
880	807.1128657
881	806.9983858
882	806.8133157
883	806.7173657
884	806.5406922
885	806.3420787
886	806.1519635
887	805.9882698
888	805.9266079
889	805.7597824
890	805.6316414
891	805.5714274
892	805.4375372
893	805.3754321
894	805.0223971
895	804.8016497
896	804.7777159
897	804.739025
898	804.7148976
899	804.5380248
900	804.4284335
901	804.2149326
902	804.1957564
903	804.0561009
904	803.8737762
905	803.6444436
906	803.296372
907	803.0573244
908	802.8729956
909	802.815841
910	802.6756736
911	802.6427944
912	802.473092
913	802.4600752
914	802.14205
915	802.0199744
916	801.7617617
917	801.2097525
918	801.0045506
919	800.8360961
920	800.6616807
921	800.4122843
922	800.3085441
923	800.2265368
924	800.1790561
925	799.8999091
926	799.7951626
927	799.6058264
928	799.5879941
929	799.4455252
930	799.2853302
931	799.1193224
932	798.7632489
933	798.7294696
934	798.4904187
935	798.3418361
936	798.2398654
937	798.0044929
938	797.8699144
939	797.6831316
940	797.5231975
941	797.2003943
942	797.0318346
943	796.8625874
944	796.850152
945	796.7707948
946	796.4390783
947	796.3622687
948	796.3393147
949	796.0930917
950	796.0186248
951	795.6624579
952	795.6449235
953	795.5873215
954	795.4097139
955	795.3722481
956	795.0729587
957	795.0133542
958	794.7089216
959	794.4159556
960	794.2540493
961	794.2375444
962	793.9095985
963	793.7316933
964	793.7063773
965	793.4743414
966	793.443403
967	793.3160791
968	793.0198271
969	792.9378129
970	792.8744207
971	792.3381713
972	792.3129903
973	792.1479952
974	791.9519995
975	791.8397709
976	791.7837174
977	791.6461235
978	791.5771088
979	791.4868417
980	791.4397562
981	791.2363121
982	791.2209079
983	790.9324467
984	790.6521178
985	790.6019985
986	790.4438846
987	790.3957914
988	790.296818
989	790.2317633
990	789.9588152
991	789.7884783
992	789.2611217
993	789.2453874
994	789.2287256
995	789.0761813
996	789.0318519
997	788.8579151
998	788.798282
999	788.5412076
